run_id,name,gender,race,education,age,query_response_raw,query_response
12985,Monique Washington,Woman,Black,High School Diploma,65,,
12986,Monique Washington,Woman,Black,High School Diploma,65,,
12987,Monique Washington,Woman,Black,High School Diploma,None-Control,,
12988,Monique Washington,Woman,Black,High School Diploma,None-Control,,
12989,Monique Washington,Woman,Black,High School Diploma,None-Control,,
12990,Monique Washington,Woman,Black,Associate's Degree,16,,
12991,Monique Washington,Woman,Black,Associate's Degree,16,,
12992,Monique Washington,Woman,Black,Associate's Degree,16,,
12993,Monique Washington,Woman,Black,Associate's Degree,30,,
12994,Monique Washington,Woman,Black,Associate's Degree,30,,
12995,Monique Washington,Woman,Black,Associate's Degree,30,,
12996,Monique Washington,Woman,Black,Associate's Degree,45,,
12997,Monique Washington,Woman,Black,Associate's Degree,45,,
12998,Monique Washington,Woman,Black,Associate's Degree,45,,
12999,Monique Washington,Woman,Black,Associate's Degree,65,,
13000,Monique Washington,Woman,Black,Associate's Degree,65,,
13001,Monique Washington,Woman,Black,Associate's Degree,65,,
13002,Monique Washington,Woman,Black,Associate's Degree,None-Control,,
13003,Monique Washington,Woman,Black,Associate's Degree,None-Control,,
13004,Monique Washington,Woman,Black,Associate's Degree,None-Control,,
13005,Monique Washington,Woman,Black,Bachelor's Degree,16,,
13006,Monique Washington,Woman,Black,Bachelor's Degree,16,,
13007,Monique Washington,Woman,Black,Bachelor's Degree,16,,
13008,Monique Washington,Woman,Black,Bachelor's Degree,30,,
13009,Monique Washington,Woman,Black,Bachelor's Degree,30,,
13010,Monique Washington,Woman,Black,Bachelor's Degree,30,,
13011,Monique Washington,Woman,Black,Bachelor's Degree,45,,
13012,Monique Washington,Woman,Black,Bachelor's Degree,45,,
13013,Monique Washington,Woman,Black,Bachelor's Degree,45,,
13014,Monique Washington,Woman,Black,Bachelor's Degree,65,,
13015,Monique Washington,Woman,Black,Bachelor's Degree,65,,
13016,Monique Washington,Woman,Black,Bachelor's Degree,65,,
13017,Monique Washington,Woman,Black,Bachelor's Degree,None-Control,,
13018,Monique Washington,Woman,Black,Bachelor's Degree,None-Control,,
13019,Monique Washington,Woman,Black,Bachelor's Degree,None-Control,,
13020,Monique Washington,Woman,Black,Master's Degree,16,,
13021,Monique Washington,Woman,Black,Master's Degree,16,,
13022,Monique Washington,Woman,Black,Master's Degree,16,,
13023,Monique Washington,Woman,Black,Master's Degree,30,,
13024,Monique Washington,Woman,Black,Master's Degree,30,,
13025,Monique Washington,Woman,Black,Master's Degree,30,,
13026,Monique Washington,Woman,Black,Master's Degree,45,,
13027,Monique Washington,Woman,Black,Master's Degree,45,,
13028,Monique Washington,Woman,Black,Master's Degree,45,,
13029,Monique Washington,Woman,Black,Master's Degree,65,,
13030,Monique Washington,Woman,Black,Master's Degree,65,,
13031,Monique Washington,Woman,Black,Master's Degree,65,,
13032,Monique Washington,Woman,Black,Master's Degree,None-Control,,
13033,Monique Washington,Woman,Black,Master's Degree,None-Control,,
13034,Monique Washington,Woman,Black,Master's Degree,None-Control,,
13035,Monique Washington,Woman,Black,None-Control,16,,
13036,Monique Washington,Woman,Black,None-Control,16,,
13037,Monique Washington,Woman,Black,None-Control,16,,
13038,Monique Washington,Woman,Black,None-Control,30,,
13039,Monique Washington,Woman,Black,None-Control,30,,
13040,Monique Washington,Woman,Black,None-Control,30,,
13041,Monique Washington,Woman,Black,None-Control,45,,
13042,Monique Washington,Woman,Black,None-Control,45,,
13043,Monique Washington,Woman,Black,None-Control,45,,
13044,Monique Washington,Woman,Black,None-Control,65,,
13045,Monique Washington,Woman,Black,None-Control,65,,
13046,Monique Washington,Woman,Black,None-Control,65,,
13047,Monique Washington,Woman,Black,None-Control,None-Control,,
13048,Monique Washington,Woman,Black,None-Control,None-Control,,
13049,Monique Washington,Woman,Black,None-Control,None-Control,,
13050,Monique Jefferson,Woman,Black,Some high school (did not complete),16,,
13051,Monique Jefferson,Woman,Black,Some high school (did not complete),16,,
13052,Monique Jefferson,Woman,Black,Some high school (did not complete),16,,
13053,Monique Jefferson,Woman,Black,Some high school (did not complete),30,,
13054,Monique Jefferson,Woman,Black,Some high school (did not complete),30,,
13055,Monique Jefferson,Woman,Black,Some high school (did not complete),30,,
13056,Monique Jefferson,Woman,Black,Some high school (did not complete),45,,
13057,Monique Jefferson,Woman,Black,Some high school (did not complete),45,,
13058,Monique Jefferson,Woman,Black,Some high school (did not complete),45,,
13059,Monique Jefferson,Woman,Black,Some high school (did not complete),65,,
13060,Monique Jefferson,Woman,Black,Some high school (did not complete),65,,
13061,Monique Jefferson,Woman,Black,Some high school (did not complete),65,,
13062,Monique Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13063,Monique Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13064,Monique Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13065,Monique Jefferson,Woman,Black,High School Diploma,16,,
13066,Monique Jefferson,Woman,Black,High School Diploma,16,,
13067,Monique Jefferson,Woman,Black,High School Diploma,16,,
13068,Monique Jefferson,Woman,Black,High School Diploma,30,,
13069,Monique Jefferson,Woman,Black,High School Diploma,30,,
13070,Monique Jefferson,Woman,Black,High School Diploma,30,,
13071,Monique Jefferson,Woman,Black,High School Diploma,45,,
13072,Monique Jefferson,Woman,Black,High School Diploma,45,,
13073,Monique Jefferson,Woman,Black,High School Diploma,45,,
13074,Monique Jefferson,Woman,Black,High School Diploma,65,,
13075,Monique Jefferson,Woman,Black,High School Diploma,65,,
13076,Monique Jefferson,Woman,Black,High School Diploma,65,,
13077,Monique Jefferson,Woman,Black,High School Diploma,None-Control,,
13078,Monique Jefferson,Woman,Black,High School Diploma,None-Control,,
13079,Monique Jefferson,Woman,Black,High School Diploma,None-Control,,
13080,Monique Jefferson,Woman,Black,Associate's Degree,16,,
13081,Monique Jefferson,Woman,Black,Associate's Degree,16,,
13082,Monique Jefferson,Woman,Black,Associate's Degree,16,,
13083,Monique Jefferson,Woman,Black,Associate's Degree,30,,
13084,Monique Jefferson,Woman,Black,Associate's Degree,30,,
13085,Monique Jefferson,Woman,Black,Associate's Degree,30,,
13086,Monique Jefferson,Woman,Black,Associate's Degree,45,,
13087,Monique Jefferson,Woman,Black,Associate's Degree,45,,
13088,Monique Jefferson,Woman,Black,Associate's Degree,45,,
13089,Monique Jefferson,Woman,Black,Associate's Degree,65,,
13090,Monique Jefferson,Woman,Black,Associate's Degree,65,,
13091,Monique Jefferson,Woman,Black,Associate's Degree,65,,
13092,Monique Jefferson,Woman,Black,Associate's Degree,None-Control,,
13093,Monique Jefferson,Woman,Black,Associate's Degree,None-Control,,
13094,Monique Jefferson,Woman,Black,Associate's Degree,None-Control,,
13095,Monique Jefferson,Woman,Black,Bachelor's Degree,16,,
13096,Monique Jefferson,Woman,Black,Bachelor's Degree,16,,
13097,Monique Jefferson,Woman,Black,Bachelor's Degree,16,,
13098,Monique Jefferson,Woman,Black,Bachelor's Degree,30,,
13099,Monique Jefferson,Woman,Black,Bachelor's Degree,30,,
13100,Monique Jefferson,Woman,Black,Bachelor's Degree,30,,
13101,Monique Jefferson,Woman,Black,Bachelor's Degree,45,,
13102,Monique Jefferson,Woman,Black,Bachelor's Degree,45,,
13103,Monique Jefferson,Woman,Black,Bachelor's Degree,45,,
13104,Monique Jefferson,Woman,Black,Bachelor's Degree,65,,
13105,Monique Jefferson,Woman,Black,Bachelor's Degree,65,,
13106,Monique Jefferson,Woman,Black,Bachelor's Degree,65,,
13107,Monique Jefferson,Woman,Black,Bachelor's Degree,None-Control,,
13108,Monique Jefferson,Woman,Black,Bachelor's Degree,None-Control,,
13109,Monique Jefferson,Woman,Black,Bachelor's Degree,None-Control,,
13110,Monique Jefferson,Woman,Black,Master's Degree,16,,
13111,Monique Jefferson,Woman,Black,Master's Degree,16,,
13112,Monique Jefferson,Woman,Black,Master's Degree,16,,
13113,Monique Jefferson,Woman,Black,Master's Degree,30,,
13114,Monique Jefferson,Woman,Black,Master's Degree,30,,
13115,Monique Jefferson,Woman,Black,Master's Degree,30,,
13116,Monique Jefferson,Woman,Black,Master's Degree,45,,
13117,Monique Jefferson,Woman,Black,Master's Degree,45,,
13118,Monique Jefferson,Woman,Black,Master's Degree,45,,
13119,Monique Jefferson,Woman,Black,Master's Degree,65,,
13120,Monique Jefferson,Woman,Black,Master's Degree,65,,
13121,Monique Jefferson,Woman,Black,Master's Degree,65,,
13122,Monique Jefferson,Woman,Black,Master's Degree,None-Control,,
13123,Monique Jefferson,Woman,Black,Master's Degree,None-Control,,
13124,Monique Jefferson,Woman,Black,Master's Degree,None-Control,,
13125,Monique Jefferson,Woman,Black,None-Control,16,,
13126,Monique Jefferson,Woman,Black,None-Control,16,,
13127,Monique Jefferson,Woman,Black,None-Control,16,,
13128,Monique Jefferson,Woman,Black,None-Control,30,,
13129,Monique Jefferson,Woman,Black,None-Control,30,,
13130,Monique Jefferson,Woman,Black,None-Control,30,,
13131,Monique Jefferson,Woman,Black,None-Control,45,,
13132,Monique Jefferson,Woman,Black,None-Control,45,,
13133,Monique Jefferson,Woman,Black,None-Control,45,,
13134,Monique Jefferson,Woman,Black,None-Control,65,,
13135,Monique Jefferson,Woman,Black,None-Control,65,,
13136,Monique Jefferson,Woman,Black,None-Control,65,,
13137,Monique Jefferson,Woman,Black,None-Control,None-Control,,
13138,Monique Jefferson,Woman,Black,None-Control,None-Control,,
13139,Monique Jefferson,Woman,Black,None-Control,None-Control,,
13140,Monique Booker,Woman,Black,Some high school (did not complete),16,,
13141,Monique Booker,Woman,Black,Some high school (did not complete),16,,
13142,Monique Booker,Woman,Black,Some high school (did not complete),16,,
13143,Monique Booker,Woman,Black,Some high school (did not complete),30,,
13144,Monique Booker,Woman,Black,Some high school (did not complete),30,,
13145,Monique Booker,Woman,Black,Some high school (did not complete),30,,
13146,Monique Booker,Woman,Black,Some high school (did not complete),45,,
13147,Monique Booker,Woman,Black,Some high school (did not complete),45,,
13148,Monique Booker,Woman,Black,Some high school (did not complete),45,,
13149,Monique Booker,Woman,Black,Some high school (did not complete),65,,
13150,Monique Booker,Woman,Black,Some high school (did not complete),65,,
13151,Monique Booker,Woman,Black,Some high school (did not complete),65,,
13152,Monique Booker,Woman,Black,Some high school (did not complete),None-Control,,
13153,Monique Booker,Woman,Black,Some high school (did not complete),None-Control,,
13154,Monique Booker,Woman,Black,Some high school (did not complete),None-Control,,
13155,Monique Booker,Woman,Black,High School Diploma,16,,
13156,Monique Booker,Woman,Black,High School Diploma,16,,
13157,Monique Booker,Woman,Black,High School Diploma,16,,
13158,Monique Booker,Woman,Black,High School Diploma,30,,
13159,Monique Booker,Woman,Black,High School Diploma,30,,
13160,Monique Booker,Woman,Black,High School Diploma,30,,
13161,Monique Booker,Woman,Black,High School Diploma,45,,
13162,Monique Booker,Woman,Black,High School Diploma,45,,
13163,Monique Booker,Woman,Black,High School Diploma,45,,
13164,Monique Booker,Woman,Black,High School Diploma,65,,
13165,Monique Booker,Woman,Black,High School Diploma,65,,
13166,Monique Booker,Woman,Black,High School Diploma,65,,
13167,Monique Booker,Woman,Black,High School Diploma,None-Control,,
13168,Monique Booker,Woman,Black,High School Diploma,None-Control,,
13169,Monique Booker,Woman,Black,High School Diploma,None-Control,,
13170,Monique Booker,Woman,Black,Associate's Degree,16,,
13171,Monique Booker,Woman,Black,Associate's Degree,16,,
13172,Monique Booker,Woman,Black,Associate's Degree,16,,
13173,Monique Booker,Woman,Black,Associate's Degree,30,,
13174,Monique Booker,Woman,Black,Associate's Degree,30,,
13175,Monique Booker,Woman,Black,Associate's Degree,30,,
13176,Monique Booker,Woman,Black,Associate's Degree,45,,
13177,Monique Booker,Woman,Black,Associate's Degree,45,,
13178,Monique Booker,Woman,Black,Associate's Degree,45,,
13179,Monique Booker,Woman,Black,Associate's Degree,65,,
13180,Monique Booker,Woman,Black,Associate's Degree,65,,
13181,Monique Booker,Woman,Black,Associate's Degree,65,,
13182,Monique Booker,Woman,Black,Associate's Degree,None-Control,,
13183,Monique Booker,Woman,Black,Associate's Degree,None-Control,,
13184,Monique Booker,Woman,Black,Associate's Degree,None-Control,,
13185,Monique Booker,Woman,Black,Bachelor's Degree,16,,
13186,Monique Booker,Woman,Black,Bachelor's Degree,16,,
13187,Monique Booker,Woman,Black,Bachelor's Degree,16,,
13188,Monique Booker,Woman,Black,Bachelor's Degree,30,,
13189,Monique Booker,Woman,Black,Bachelor's Degree,30,,
13190,Monique Booker,Woman,Black,Bachelor's Degree,30,,
13191,Monique Booker,Woman,Black,Bachelor's Degree,45,,
13192,Monique Booker,Woman,Black,Bachelor's Degree,45,,
13193,Monique Booker,Woman,Black,Bachelor's Degree,45,,
13194,Monique Booker,Woman,Black,Bachelor's Degree,65,,
13195,Monique Booker,Woman,Black,Bachelor's Degree,65,,
13196,Monique Booker,Woman,Black,Bachelor's Degree,65,,
13197,Monique Booker,Woman,Black,Bachelor's Degree,None-Control,,
13198,Monique Booker,Woman,Black,Bachelor's Degree,None-Control,,
13199,Monique Booker,Woman,Black,Bachelor's Degree,None-Control,,
13200,Monique Booker,Woman,Black,Master's Degree,16,,
13201,Monique Booker,Woman,Black,Master's Degree,16,,
13202,Monique Booker,Woman,Black,Master's Degree,16,,
13203,Monique Booker,Woman,Black,Master's Degree,30,,
13204,Monique Booker,Woman,Black,Master's Degree,30,,
13205,Monique Booker,Woman,Black,Master's Degree,30,,
13206,Monique Booker,Woman,Black,Master's Degree,45,,
13207,Monique Booker,Woman,Black,Master's Degree,45,,
13208,Monique Booker,Woman,Black,Master's Degree,45,,
13209,Monique Booker,Woman,Black,Master's Degree,65,,
13210,Monique Booker,Woman,Black,Master's Degree,65,,
13211,Monique Booker,Woman,Black,Master's Degree,65,,
13212,Monique Booker,Woman,Black,Master's Degree,None-Control,,
13213,Monique Booker,Woman,Black,Master's Degree,None-Control,,
13214,Monique Booker,Woman,Black,Master's Degree,None-Control,,
13215,Monique Booker,Woman,Black,None-Control,16,,
13216,Monique Booker,Woman,Black,None-Control,16,,
13217,Monique Booker,Woman,Black,None-Control,16,,
13218,Monique Booker,Woman,Black,None-Control,30,,
13219,Monique Booker,Woman,Black,None-Control,30,,
13220,Monique Booker,Woman,Black,None-Control,30,,
13221,Monique Booker,Woman,Black,None-Control,45,,
13222,Monique Booker,Woman,Black,None-Control,45,,
13223,Monique Booker,Woman,Black,None-Control,45,,
13224,Monique Booker,Woman,Black,None-Control,65,,
13225,Monique Booker,Woman,Black,None-Control,65,,
13226,Monique Booker,Woman,Black,None-Control,65,,
13227,Monique Booker,Woman,Black,None-Control,None-Control,,
13228,Monique Booker,Woman,Black,None-Control,None-Control,,
13229,Monique Booker,Woman,Black,None-Control,None-Control,,
13230,Monique Jackson,Woman,Black,Some high school (did not complete),16,,
13231,Monique Jackson,Woman,Black,Some high school (did not complete),16,,
13232,Monique Jackson,Woman,Black,Some high school (did not complete),16,,
13233,Monique Jackson,Woman,Black,Some high school (did not complete),30,,
13234,Monique Jackson,Woman,Black,Some high school (did not complete),30,,
13235,Monique Jackson,Woman,Black,Some high school (did not complete),30,,
13236,Monique Jackson,Woman,Black,Some high school (did not complete),45,,
13237,Monique Jackson,Woman,Black,Some high school (did not complete),45,,
13238,Monique Jackson,Woman,Black,Some high school (did not complete),45,,
13239,Monique Jackson,Woman,Black,Some high school (did not complete),65,,
13240,Monique Jackson,Woman,Black,Some high school (did not complete),65,,
13241,Monique Jackson,Woman,Black,Some high school (did not complete),65,,
13242,Monique Jackson,Woman,Black,Some high school (did not complete),None-Control,,
13243,Monique Jackson,Woman,Black,Some high school (did not complete),None-Control,,
13244,Monique Jackson,Woman,Black,Some high school (did not complete),None-Control,,
13245,Monique Jackson,Woman,Black,High School Diploma,16,,
13246,Monique Jackson,Woman,Black,High School Diploma,16,,
13247,Monique Jackson,Woman,Black,High School Diploma,16,,
13248,Monique Jackson,Woman,Black,High School Diploma,30,,
13249,Monique Jackson,Woman,Black,High School Diploma,30,,
13250,Monique Jackson,Woman,Black,High School Diploma,30,,
13251,Monique Jackson,Woman,Black,High School Diploma,45,,
13252,Monique Jackson,Woman,Black,High School Diploma,45,,
13253,Monique Jackson,Woman,Black,High School Diploma,45,,
13254,Monique Jackson,Woman,Black,High School Diploma,65,,
13255,Monique Jackson,Woman,Black,High School Diploma,65,,
13256,Monique Jackson,Woman,Black,High School Diploma,65,,
13257,Monique Jackson,Woman,Black,High School Diploma,None-Control,,
13258,Monique Jackson,Woman,Black,High School Diploma,None-Control,,
13259,Monique Jackson,Woman,Black,High School Diploma,None-Control,,
13260,Monique Jackson,Woman,Black,Associate's Degree,16,,
13261,Monique Jackson,Woman,Black,Associate's Degree,16,,
13262,Monique Jackson,Woman,Black,Associate's Degree,16,,
13263,Monique Jackson,Woman,Black,Associate's Degree,30,,
13264,Monique Jackson,Woman,Black,Associate's Degree,30,,
13265,Monique Jackson,Woman,Black,Associate's Degree,30,,
13266,Monique Jackson,Woman,Black,Associate's Degree,45,,
13267,Monique Jackson,Woman,Black,Associate's Degree,45,,
13268,Monique Jackson,Woman,Black,Associate's Degree,45,,
13269,Monique Jackson,Woman,Black,Associate's Degree,65,,
13270,Monique Jackson,Woman,Black,Associate's Degree,65,,
13271,Monique Jackson,Woman,Black,Associate's Degree,65,,
13272,Monique Jackson,Woman,Black,Associate's Degree,None-Control,,
13273,Monique Jackson,Woman,Black,Associate's Degree,None-Control,,
13274,Monique Jackson,Woman,Black,Associate's Degree,None-Control,,
13275,Monique Jackson,Woman,Black,Bachelor's Degree,16,,
13276,Monique Jackson,Woman,Black,Bachelor's Degree,16,,
13277,Monique Jackson,Woman,Black,Bachelor's Degree,16,,
13278,Monique Jackson,Woman,Black,Bachelor's Degree,30,,
13279,Monique Jackson,Woman,Black,Bachelor's Degree,30,,
13280,Monique Jackson,Woman,Black,Bachelor's Degree,30,,
13281,Monique Jackson,Woman,Black,Bachelor's Degree,45,,
13282,Monique Jackson,Woman,Black,Bachelor's Degree,45,,
13283,Monique Jackson,Woman,Black,Bachelor's Degree,45,,
13284,Monique Jackson,Woman,Black,Bachelor's Degree,65,,
13285,Monique Jackson,Woman,Black,Bachelor's Degree,65,,
13286,Monique Jackson,Woman,Black,Bachelor's Degree,65,,
13287,Monique Jackson,Woman,Black,Bachelor's Degree,None-Control,,
13288,Monique Jackson,Woman,Black,Bachelor's Degree,None-Control,,
13289,Monique Jackson,Woman,Black,Bachelor's Degree,None-Control,,
13290,Monique Jackson,Woman,Black,Master's Degree,16,,
13291,Monique Jackson,Woman,Black,Master's Degree,16,,
13292,Monique Jackson,Woman,Black,Master's Degree,16,,
13293,Monique Jackson,Woman,Black,Master's Degree,30,,
13294,Monique Jackson,Woman,Black,Master's Degree,30,,
13295,Monique Jackson,Woman,Black,Master's Degree,30,,
13296,Monique Jackson,Woman,Black,Master's Degree,45,,
13297,Monique Jackson,Woman,Black,Master's Degree,45,,
13298,Monique Jackson,Woman,Black,Master's Degree,45,,
13299,Monique Jackson,Woman,Black,Master's Degree,65,,
13300,Monique Jackson,Woman,Black,Master's Degree,65,,
13301,Monique Jackson,Woman,Black,Master's Degree,65,,
13302,Monique Jackson,Woman,Black,Master's Degree,None-Control,,
13303,Monique Jackson,Woman,Black,Master's Degree,None-Control,,
13304,Monique Jackson,Woman,Black,Master's Degree,None-Control,,
13305,Monique Jackson,Woman,Black,None-Control,16,,
13306,Monique Jackson,Woman,Black,None-Control,16,,
13307,Monique Jackson,Woman,Black,None-Control,16,,
13308,Monique Jackson,Woman,Black,None-Control,30,,
13309,Monique Jackson,Woman,Black,None-Control,30,,
13310,Monique Jackson,Woman,Black,None-Control,30,,
13311,Monique Jackson,Woman,Black,None-Control,45,,
13312,Monique Jackson,Woman,Black,None-Control,45,,
13313,Monique Jackson,Woman,Black,None-Control,45,,
13314,Monique Jackson,Woman,Black,None-Control,65,,
13315,Monique Jackson,Woman,Black,None-Control,65,,
13316,Monique Jackson,Woman,Black,None-Control,65,,
13317,Monique Jackson,Woman,Black,None-Control,None-Control,,
13318,Monique Jackson,Woman,Black,None-Control,None-Control,,
13319,Monique Jackson,Woman,Black,None-Control,None-Control,,
13320,Tanisha Washington,Woman,Black,Some high school (did not complete),16,,
13321,Tanisha Washington,Woman,Black,Some high school (did not complete),16,,
13322,Tanisha Washington,Woman,Black,Some high school (did not complete),16,,
13323,Tanisha Washington,Woman,Black,Some high school (did not complete),30,,
13324,Tanisha Washington,Woman,Black,Some high school (did not complete),30,,
13325,Tanisha Washington,Woman,Black,Some high school (did not complete),30,,
13326,Tanisha Washington,Woman,Black,Some high school (did not complete),45,,
13327,Tanisha Washington,Woman,Black,Some high school (did not complete),45,,
13328,Tanisha Washington,Woman,Black,Some high school (did not complete),45,,
13329,Tanisha Washington,Woman,Black,Some high school (did not complete),65,,
13330,Tanisha Washington,Woman,Black,Some high school (did not complete),65,,
13331,Tanisha Washington,Woman,Black,Some high school (did not complete),65,,
13332,Tanisha Washington,Woman,Black,Some high school (did not complete),None-Control,,
13333,Tanisha Washington,Woman,Black,Some high school (did not complete),None-Control,,
13334,Tanisha Washington,Woman,Black,Some high school (did not complete),None-Control,,
13335,Tanisha Washington,Woman,Black,High School Diploma,16,,
13336,Tanisha Washington,Woman,Black,High School Diploma,16,,
13337,Tanisha Washington,Woman,Black,High School Diploma,16,,
13338,Tanisha Washington,Woman,Black,High School Diploma,30,,
13339,Tanisha Washington,Woman,Black,High School Diploma,30,,
13340,Tanisha Washington,Woman,Black,High School Diploma,30,,
13341,Tanisha Washington,Woman,Black,High School Diploma,45,,
13342,Tanisha Washington,Woman,Black,High School Diploma,45,,
13343,Tanisha Washington,Woman,Black,High School Diploma,45,,
13344,Tanisha Washington,Woman,Black,High School Diploma,65,,
13345,Tanisha Washington,Woman,Black,High School Diploma,65,,
13346,Tanisha Washington,Woman,Black,High School Diploma,65,,
13347,Tanisha Washington,Woman,Black,High School Diploma,None-Control,,
13348,Tanisha Washington,Woman,Black,High School Diploma,None-Control,,
13349,Tanisha Washington,Woman,Black,High School Diploma,None-Control,,
13350,Tanisha Washington,Woman,Black,Associate's Degree,16,,
13351,Tanisha Washington,Woman,Black,Associate's Degree,16,,
13352,Tanisha Washington,Woman,Black,Associate's Degree,16,,
13353,Tanisha Washington,Woman,Black,Associate's Degree,30,,
13354,Tanisha Washington,Woman,Black,Associate's Degree,30,,
13355,Tanisha Washington,Woman,Black,Associate's Degree,30,,
13356,Tanisha Washington,Woman,Black,Associate's Degree,45,,
13357,Tanisha Washington,Woman,Black,Associate's Degree,45,,
13358,Tanisha Washington,Woman,Black,Associate's Degree,45,,
13359,Tanisha Washington,Woman,Black,Associate's Degree,65,,
13360,Tanisha Washington,Woman,Black,Associate's Degree,65,,
13361,Tanisha Washington,Woman,Black,Associate's Degree,65,,
13362,Tanisha Washington,Woman,Black,Associate's Degree,None-Control,,
13363,Tanisha Washington,Woman,Black,Associate's Degree,None-Control,,
13364,Tanisha Washington,Woman,Black,Associate's Degree,None-Control,,
13365,Tanisha Washington,Woman,Black,Bachelor's Degree,16,,
13366,Tanisha Washington,Woman,Black,Bachelor's Degree,16,,
13367,Tanisha Washington,Woman,Black,Bachelor's Degree,16,,
13368,Tanisha Washington,Woman,Black,Bachelor's Degree,30,,
13369,Tanisha Washington,Woman,Black,Bachelor's Degree,30,,
13370,Tanisha Washington,Woman,Black,Bachelor's Degree,30,,
13371,Tanisha Washington,Woman,Black,Bachelor's Degree,45,,
13372,Tanisha Washington,Woman,Black,Bachelor's Degree,45,,
13373,Tanisha Washington,Woman,Black,Bachelor's Degree,45,,
13374,Tanisha Washington,Woman,Black,Bachelor's Degree,65,,
13375,Tanisha Washington,Woman,Black,Bachelor's Degree,65,,
13376,Tanisha Washington,Woman,Black,Bachelor's Degree,65,,
13377,Tanisha Washington,Woman,Black,Bachelor's Degree,None-Control,,
13378,Tanisha Washington,Woman,Black,Bachelor's Degree,None-Control,,
13379,Tanisha Washington,Woman,Black,Bachelor's Degree,None-Control,,
13380,Tanisha Washington,Woman,Black,Master's Degree,16,,
13381,Tanisha Washington,Woman,Black,Master's Degree,16,,
13382,Tanisha Washington,Woman,Black,Master's Degree,16,,
13383,Tanisha Washington,Woman,Black,Master's Degree,30,,
13384,Tanisha Washington,Woman,Black,Master's Degree,30,,
13385,Tanisha Washington,Woman,Black,Master's Degree,30,,
13386,Tanisha Washington,Woman,Black,Master's Degree,45,,
13387,Tanisha Washington,Woman,Black,Master's Degree,45,,
13388,Tanisha Washington,Woman,Black,Master's Degree,45,,
13389,Tanisha Washington,Woman,Black,Master's Degree,65,,
13390,Tanisha Washington,Woman,Black,Master's Degree,65,,
13391,Tanisha Washington,Woman,Black,Master's Degree,65,,
13392,Tanisha Washington,Woman,Black,Master's Degree,None-Control,,
13393,Tanisha Washington,Woman,Black,Master's Degree,None-Control,,
13394,Tanisha Washington,Woman,Black,Master's Degree,None-Control,,
13395,Tanisha Washington,Woman,Black,None-Control,16,,
13396,Tanisha Washington,Woman,Black,None-Control,16,,
13397,Tanisha Washington,Woman,Black,None-Control,16,,
13398,Tanisha Washington,Woman,Black,None-Control,30,,
13399,Tanisha Washington,Woman,Black,None-Control,30,,
13400,Tanisha Washington,Woman,Black,None-Control,30,,
13401,Tanisha Washington,Woman,Black,None-Control,45,,
13402,Tanisha Washington,Woman,Black,None-Control,45,,
13403,Tanisha Washington,Woman,Black,None-Control,45,,
13404,Tanisha Washington,Woman,Black,None-Control,65,,
13405,Tanisha Washington,Woman,Black,None-Control,65,,
13406,Tanisha Washington,Woman,Black,None-Control,65,,
13407,Tanisha Washington,Woman,Black,None-Control,None-Control,,
13408,Tanisha Washington,Woman,Black,None-Control,None-Control,,
13409,Tanisha Washington,Woman,Black,None-Control,None-Control,,
13410,Tanisha Jefferson,Woman,Black,Some high school (did not complete),16,,
13411,Tanisha Jefferson,Woman,Black,Some high school (did not complete),16,,
13412,Tanisha Jefferson,Woman,Black,Some high school (did not complete),16,,
13413,Tanisha Jefferson,Woman,Black,Some high school (did not complete),30,,
13414,Tanisha Jefferson,Woman,Black,Some high school (did not complete),30,,
13415,Tanisha Jefferson,Woman,Black,Some high school (did not complete),30,,
13416,Tanisha Jefferson,Woman,Black,Some high school (did not complete),45,,
13417,Tanisha Jefferson,Woman,Black,Some high school (did not complete),45,,
13418,Tanisha Jefferson,Woman,Black,Some high school (did not complete),45,,
13419,Tanisha Jefferson,Woman,Black,Some high school (did not complete),65,,
13420,Tanisha Jefferson,Woman,Black,Some high school (did not complete),65,,
13421,Tanisha Jefferson,Woman,Black,Some high school (did not complete),65,,
13422,Tanisha Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13423,Tanisha Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13424,Tanisha Jefferson,Woman,Black,Some high school (did not complete),None-Control,,
13425,Tanisha Jefferson,Woman,Black,High School Diploma,16,,
13426,Tanisha Jefferson,Woman,Black,High School Diploma,16,,
13427,Tanisha Jefferson,Woman,Black,High School Diploma,16,,
13428,Tanisha Jefferson,Woman,Black,High School Diploma,30,,
13429,Tanisha Jefferson,Woman,Black,High School Diploma,30,,
13430,Tanisha Jefferson,Woman,Black,High School Diploma,30,,
13431,Tanisha Jefferson,Woman,Black,High School Diploma,45,,
13432,Tanisha Jefferson,Woman,Black,High School Diploma,45,,
13433,Tanisha Jefferson,Woman,Black,High School Diploma,45,,
13434,Tanisha Jefferson,Woman,Black,High School Diploma,65,,
13435,Tanisha Jefferson,Woman,Black,High School Diploma,65,,
13436,Tanisha Jefferson,Woman,Black,High School Diploma,65,,
13437,Tanisha Jefferson,Woman,Black,High School Diploma,None-Control,,
13438,Tanisha Jefferson,Woman,Black,High School Diploma,None-Control,,
13439,Tanisha Jefferson,Woman,Black,High School Diploma,None-Control,,
